20141127070233,99
20141127080433,95
20141127090002,89
20141127100308,87
20141127110024,85
20141127120110,84
20141127130128,78
20141127140301,77
20141127150314,75
20141127160244,71
20141127170137,67
20141127180310,64
20141127190229,58
20141127200316,52
20141127210053,49
20141127220228,41
20141127230010,39
20141128000259,35
20141128010100,34
20141128020113,32
20141128030228,31
20141128040224,30
